NAME,LATITUDE,LONGITUDE
OKAY SUBSTATION,33.7719845,-93.9269887
SANTA ANNA SUBSTATION,31.7396669,-99.3048357
FIREWHEEL SUBSTATION,32.9812904,-96.6403174
APOLLO SUBSTATION,32.9538136,-96.6774762
EAST RICHARDSON SWITCHING STATION,32.9567973,-96.7007919
RICHARDSON SPRING CREEK SUBSTATION,32.9831709,-96.6962712
BRAND SUBSTATION,32.952256,-96.637703
FAIRDALE SUBSTATION,32.9138613,-96.6615972
LYNN COUNTY INTERCHANGE,33.1965802,-101.7894946
WOODROW INTERCHANGE,33.4623534,-101.7891399
SULPHUR SPRINGS SUBSTATION,33.1319054,-95.6134953
LULING CITY SUBSTATION,29.6974781,-97.6543808
HARWOOD SUBSTATION,29.6610749,-97.5045641
MOULTON SUBSTATION,29.5742998,-97.1402268
YOAKUM GAETNER ROAD SUBSTATION,29.2797532,-97.1565725
HALLETTSVILLE SUBSTATION,29.4287838,-96.9872783
PHAROAH SUBSTATION,27.704793,-97.3544468
AGRA SUBSTATION,35.8841476,-96.8763336
READING SUBSTATION,29.5637187,-95.7624387
MENGER CREEK SUBSTATION,29.7626519,-98.7203037
LUCAS SUBSTATION,32.4005942,-93.7079534
LAWRENCE PARK SUBSTATION,35.1859906,-101.8692924
SIENNA SUBSTATION,29.5381159,-95.5613142
SOUTH GEORGIA INTERCHANGE,35.1633533,-101.8657369
LOCUST SUBSTATION,33.2549841,-97.1331342
STRATTON SUBSTATION,27.6218156,-97.8792436
SAN DIEGO SUBSTATION,27.7437701,-98.251181
CENTEX SUBSTATION,30.0540331,-97.8589175
MATHIS SUBSTATION,28.1121733,-97.8239071
SINTON SUBSTATION,28.0308611,-97.5125951
HEIGHTS SUBSTATION,29.7823623,-95.3985146
ROCKSPRINGS SUBSTATION,30.0228738,-100.1990886
EAST MUNDAY SUBSTATION,33.4533841,-99.6030772
MUNDAY SUBSTATION,33.4502702,-99.6207603
DUNVALE SUBSTATION,29.7330868,-95.5189723
HARPER ROAD SUBSTATION,30.0733996,-99.1507537
FRANKLIN SUBSTATION,29.7660867,-95.3677757
CANYON ROCK SUBSTATION,32.3865373,-99.7472714
SUBESTACIÓN MESTEÑAS,28.430432,-104.4945679
ANTHONY SUBSTATION,32.0241034,-106.601955
MUELLER SUBSTATION,30.2899893,-97.6895779
LAMESA SUBSTATION,32.7194213,-101.9378607
CORNELL SUB,35.0793186,-106.6199715
HUNT LANE SUBSTATION,29.4149889,-98.6670845
PEARSALL ROAD SUBSTATION,29.3569346,-98.6014385
ALVIN SUBSTATION,29.433731,-95.2539975
EL DORADO SUBSTATION,29.5619084,-95.1416275
HOLMES SUBSTATION,29.6794528,-95.3721173
PEARLAND SUBSTATION,29.5601273,-95.3226609
CLODINE SUBSTATION,29.674791,-95.6207179
WESTHEIMER SUBSTATION,29.7366074,-95.6173044
CHOCOLATE BAYOU SUBSTATION,29.6278779,-95.3526902
ISLETA SUB,34.9379662,-106.6589681
NORTH CAMPUS SUB,35.0922001,-106.6237109
SHARPSTOWN SUBSTATION,29.7013904,-95.4872656
WOOLWORTH ROAD SUBSTATION,32.3997348,-93.9025745
RIVERVIEW SUBSTATION,35.7136564,-101.411187
ED BLUESTEIN SUBSTATION,30.2705235,-97.6621007
MIDTOWN SUBSTATION,29.7414929,-95.3714649
KILLEEN PARK STREET SUBSTATION,31.12569,-97.7294553
CASTROVILLE SUBSTATION,29.3587705,-98.8159074
LYTLE SUBSTATION,29.2506522,-98.8041967
LEON CREEK SWITCHYARD,29.3502913,-98.5751762
MEDINA BASE SUBSTATION,29.380694,-98.6347169
OCI ALAMO 1,29.2714325,-98.4556671
PANTHER SPRINGS SUBSTATION,29.6655355,-98.5176405
RITTENHOUSE SUBSTATION,29.8636388,-95.3794152
CARDINAL LANE SUBSTATION,30.2337676,-97.7688088
BRAUNIG SWITCHYARD,29.2580309,-98.3826843
ARTHUR VON ROSENBERG SWITCHYARD,29.2582444,-98.384209
TRI-COUNTY SUBSTATION,29.6100315,-98.2708356
POTEET SUBSTATION,29.0382492,-98.6099542
ROSSVILLE SUBSTATION,29.1643296,-98.6817369
HARLANDALE SUBSTATION,29.363341,-98.4958429
LOS ANGELES HEIGHTS SUBSTATION,29.4668347,-98.5264534
DRESDEN DRIVE SUBSTATION,29.4986732,-98.5082673
HOT WELLS SUBSTATION,29.3701712,-98.4546129
DUVAL #3 SUBSTATION,32.3545297,-103.8851107
UNITED SALT SUBSTATION,32.4190539,-103.9347342
IMC #3 SUBSTATION,32.3495683,-103.9367803
MISSISSIPPI POTASH #2 SUBSTATION,32.4835346,-103.9395909
MISSISSIPPI POTASH #1 SUBSTATION,32.487894,-103.941327
NM POTASH #2 SUBSTATION,32.4731693,-103.7717334
36TH STREET SUBSTATION,29.3980748,-98.5689914
FORT SAM SUBSTATION,29.4553796,-98.4379455
HONDO SUBSTATION,29.3155529,-99.1039726
HONDO CREEK SUBSTATION,29.2723925,-99.0843834
DEVINE SUBSTATION,29.1339644,-98.8974241
PEARSON SUBSTATION,29.2629727,-98.9242713
CAPITOL CEMENT SUBSTATION,29.5479943,-98.4196778
MAUERMANN ROAD SUBSTATION,29.2845343,-98.5074973
PALO ALTO SUBSTATION,29.3182068,-98.5497108
TRUMBO SUBSTATION,29.2101783,-98.5046066
SCHERTZ SUBSTATION,29.5636303,-98.2615022
MEDINA LAKE SUBSTATION,29.6125343,-98.9331466
RAYMOND F. BARKER SUBSTATION,29.9583299,-99.0461748
VERDE CREEK SUBSTATION,29.9331465,-99.0550854
MASON CREEK SUBSTATION,29.7605766,-99.0223297
BANDERA SUBSTATION,29.7364823,-99.111568
TUTTLE SWITCHYARD,29.529181,-98.4186763
KRUGERVILLE SUBSTATION,33.2782431,-96.9933255
AIRPORT SUBSTATION,25.9062207,-97.4474211
GOODYEAR SUBSTATION,29.7062033,-95.2569859
ALAMO CEMENT SUBSTATION,29.611783,-98.3744229
JETT SUBSTATION,30.3747184,-97.8064759
MCCULLOUGH SUBSTATION,33.5671099,-101.8785704
RICHARDS SUBSTATION,35.6322202,-105.9993882
DEVIL'S HILL SUBSTATION,29.9223454,-98.4123381
GUERREÑO,25.9792176,-98.156706
LAS GLORIAS,25.8486816,-100.1444022
LAMPAZOS,27.0962585,-100.454717
ROBINSON,28.6540345,-106.0520189
JOURDANTON SUBSTATION,28.9242677,-98.5520234
LEXINGTON SUBSTATION,30.4158731,-97.0032872
BELLE ISLAND SUBSTATION,35.5286215,-97.5386388
SEPTON SUBSTATION,29.616239,-95.0367159
BYPARK SUBSTATION,29.6423045,-95.0594266
FAIRMONT SUBSTATION,29.6495277,-95.1027606
SYLVAN SUBSTATION,29.654623,-95.0402382
LUZBAY SUBSTATION,29.6396858,-95.0553675
BAYOU COGEN SUBSTATION,29.6262386,-95.046627
BAYWAY SUBSTATION,29.609416,-95.0495527
SUBESTACIÓN FRONTERA,26.9265828,-101.5037648
RAYFORD SUBSTATION,30.1286278,-95.4450527
GERTIE SUBSTATION,29.8635798,-95.6839352
ATASCOCITA SUBSTATION,30.0048964,-95.0970253
DRILCO SUBSTATION,29.9643881,-95.3830004
KLUGE SUBSTATION,29.9895231,-95.6184028
KINGWOOD SUBSTATION,30.0544423,-95.1893754
CEDAR BAYOU SUBSTATION,29.7578947,-94.9501426
FREDERICKSBURG SUBSTATION,30.2597239,-98.8851653
WOLF CREEK SUBSTATION,30.1233478,-99.08809
MILLER CREEK SUBSTATION,30.2620154,-98.2984704
MOUNTAIN TOP SUBSTATION,30.2299397,-98.3702977
CASTELL SUBSTATION,30.7383742,-98.9632146
KERRVILLE STADIUM SUBSTATION,30.0578856,-99.1338523
NUEVA ROSITA,27.9225117,-101.1963484
LIVERPOOL SUBSTATION,29.279128,-95.2948589
RIWOOD SUBSTATION,29.0557595,-95.3474801
STRATT SUBSTATION,29.0500134,-95.3547875
PETSON SUBSTATION,29.253006,-95.2203321
SURFSIDE SUBSTATION,28.958795,-95.3391568
POLK SUBSTATION,29.7522381,-95.3616763
KATY SUBSTATION,29.7869553,-95.8393522
INTERCONTINENTAL SUBSTATION,29.9869051,-95.3674043
GREENS ROAD SUBSTATION,29.9508261,-95.3332229
PLAZA SUBSTATION,29.6894316,-95.3895629
HYDE PARK SUBSTATION,29.7479018,-95.3844158
OATES SUBSTATION,29.778976,-95.2524371
FREEWAY PARK SUBSTATION,29.4039712,-94.9951506
DICKINSON SUBSTATION,29.4611363,-95.0569173
FRIENDSWOOD SUBSTATION,29.5226574,-95.153378
GALVESTON 26TH STREET SUBSTATION,29.3028542,-94.7974095
WEST GALVESTON SUBSTATION,29.2962404,-94.8268509
DEER PARK SUBSTATION,29.6924032,-95.1289486
FONDREN SUBSTATION,29.6678871,-95.5093551
IMPERIAL SUBSTATION,29.5946144,-95.6301331
QUAIL VALLEY SUBSTATION,29.5868758,-95.5341146
TELVIEW SUBSTATION,29.5794319,-95.4874894
LITTLE YORK SUBSTATION,29.8641665,-95.4299193
UNDERWOOD SUBSTATION,29.692,-95.0890556
EXXON SUBSTATION,29.7496972,-95.0195303
HALL SUBSTATION,29.5893289,-95.2402045
LA PORTE SUBSTATION,29.6648389,-95.0161263
MARY'S CREEK SUBSTATION,29.554099,-95.2573336
NORMANDY SUBSTATION,29.7695546,-95.2056056
GREENS BAYOU 345KV SUBSTATION,29.8184592,-95.2182591
GREENS BAYOU 69KV SUBSTATION,29.8200967,-95.2208551
GUY BURKS SUBSTATION,30.1481392,-96.4228706
BIG CREEK SUBSTATION,29.471148,-95.7508658
DAMON SUBSTATION,29.2917568,-95.7292573
NEEDVILLE SUBSTATION,29.3961228,-95.8408987
WEST COLUMBIA SUBSTATION,29.1567911,-95.657564
WEST COLUMBIA LOCAL SUBSTATION,29.1492563,-95.6501211
LAKE JACKSON SUBSTATION,29.0529344,-95.4239779
SOUTH LANE CITY SUBSTATION,29.1949399,-96.0155587
PLEDGER SUBSTATION,29.1884844,-95.9115989
WIRT SUBSTATION,29.7852331,-95.4796226
HARRISBURG SUBSTATION,29.7149215,-95.265202
TELEPHONE SUBSTATION,29.5991296,-95.2873955
DAVSON SUBSTATION,29.7164187,-95.1892412
MOODY SUBSTATION,29.2606265,-94.8534081
ALTA LOMA SUBSTATION,29.391578,-95.0910059
HITCHCOCK SUBSTATION,29.3474783,-95.0158985
WESTBAY SUBSTATION,29.1126816,-95.09062
STEWART SUBSTATION,29.2277858,-94.9106839
EDNA SUBSTATION,28.9565828,-96.6461209
EL CAMPO SUBSTATION,29.1869921,-96.2674242
GANADO SUBSTATION,29.0131711,-96.5027179
CY-FAIR SUBSTATION,29.9480026,-95.672579
CUERO HYDRO SUBSTATION,29.1294505,-97.3080004
CHEAPSIDE SUBSTATION,29.3089862,-97.3953221
THOMASTON SUBSTATION,28.997465,-97.1485513
CUERO SUBSTATION,29.1074722,-97.2724379
GONZALES SUBSTATION,29.5178955,-97.4680608
SAM RAYBURN SWITCHYARD,28.8931193,-97.1330497
VANDERBILT SUBSTATION,28.8058488,-96.6458304
LOOP 463 SUBSTATION,28.8163835,-97.0749995
JOSLIN SUBSTATION,28.6487411,-96.5464448
GREENLAKE SUBSTATION,28.5348861,-96.7962876
VISTRON SUBSTATION,28.5745707,-96.8330241
BLACK BAYOU SUBSTATION,28.6424013,-96.9196591
PORT LAVACA SUBSTATION,28.6107228,-96.6582959
BROOKHOLLOW SUBSTATION,28.6304023,-96.6338188
OAK HILL SUBSTATION,30.2338152,-97.8594588
HEARNE SUBSTATION,30.8841266,-96.6259188
FORMOSA SUBSTATION,28.6836299,-96.5510875
FORMOSA PLASTICS SWITCHING STATION,28.6862625,-96.551185
ALCOA SUBSTATION,28.6575689,-96.5576281
BAY CITY SUBSTATION,28.9877151,-95.9693319
MARKHAM SUBSTATION,28.9667444,-96.0696348
KENEDY SWITCHING STATION,28.8424725,-97.8374184
CHARLOTTE SUBSTATION,28.8560312,-98.7020999
CARANCAHUA SUBSTATION,28.7441887,-96.4223218
PALACIOS SUBSTATION,28.7570091,-96.2121274
MID COUNTY SUBSTATION,29.9413877,-93.9583753
CHEEK SUBSTATION,30.0008819,-94.1843486
DAYTON BULK SUBSTATION,30.0370113,-94.8925182
HUNTSVILLE SUBSTATION,30.7186788,-95.5469956
CARGILL WIRE SUBSTATION,30.0762788,-94.1105862
YANKEE DOODLE SUBSTATION,30.0510148,-94.0936926
LINCOLN SUBSTATION,30.0555427,-94.1222927
BURT STREET 138KV SUBSTATION,30.0665861,-94.0778222
CARROL STREET PARK 138KV SUBSTATION,30.0665666,-94.0788802
AMELIA BULK SUBSTATION,30.0771197,-94.2341952
BEVIL SUBSTATION,30.1595419,-94.2360714
BRIARCLIFF SUBSTATION,30.1041352,-94.1427642
LINDBERGH SUBSTATION,30.0706432,-94.1550748
MCHALE SUBSTATION,30.1274624,-94.1387099
TANGLEWOOD SUBSTATION,30.0953028,-94.1686807
WEST END SUBSTATION,30.0821511,-94.1339422
TYRRELL SUBSTATION,30.0370155,-94.1331431
VIRGINIA SUBSTATION,30.0424051,-94.1079579
LOVELL LAKE SUBSTATION,29.9164721,-94.1553753
ARCHIE SUBSTATION,30.0746312,-94.0995487
JIROU SUBSTATION,30.0912932,-94.1080726
NORTH END SUBSTATION,30.1068612,-94.1192301
TRAVIS SUBSTATION,30.0854619,-94.0966321
ROSEDALE SUBSTATION,30.1383224,-94.1713683
FORT WORTH SUBSTATION,29.8744268,-93.941829
GROVES SUBSTATION,29.9453296,-93.9209315
KOLBS SUBSTATION,29.9246919,-93.9401096
LAKEVIEW SUBSTATION,29.9132824,-93.9011138
PORT ARTHUR WATER WORKS SUBSTATION,29.8877824,-93.9444065
TEXACO SUBSTATION,29.8889056,-93.9453967
RAYWOOD SUBSTATION,30.0274561,-94.6728567
PORT ACRES BULK SUBSTATION,29.8872058,-93.9987323
SUBESTACIÓN CAMARGO 2,27.6580077,-105.0635417
DORSEY SUBSTATION,29.9073741,-94.0100035
EXPLORER SUBSTATION,29.9004013,-94.0052601
FEDERAL SUBSTATION,29.9650643,-94.0494726
GALLIER CO SUBSTATION,30.0684356,-94.2252503
MEEKER SUBSTATION,30.0663113,-94.2323476
MOBIL HEBERT SUBSTATION,29.9727549,-94.0547607
ORANGE BULK SUBSTATION,30.0954757,-93.7904181
POLY SUBSTATION,30.0697517,-94.23174
PORT ACRES SUBSTATION,29.9004366,-94.0090201
SOUR LAKE SUBSTATION,30.1347472,-94.4120296
SPURLOCK SUBSTATION,29.9658086,-94.0290897
CORDREY SUBSTATION,30.1109168,-93.7421954
BERTWOOD SUBSTATION,29.8439654,-95.3141596
GEARS SUBSTATION,29.9647206,-95.4400745
LAUDER SUBSTATION,29.9112446,-95.3215354
LOCKWOOD SUBSTATION,29.9351185,-95.2885629
SCENIC WOODS SUBSTATION,29.8837228,-95.2852647
MONSANTO SUBSTATION,29.2562723,-95.2116637
MUSTANG BAYOU SUBSTATION,29.3627344,-95.2037087
SOUTHWYCK SUBSTATION,29.5522517,-95.3892814
PISEK SUBSTATION,29.9211392,-96.5718993
WELCOME SUBSTATION,30.0327346,-96.4785325
ALMEDA SUBSTATION,29.6300983,-95.4036239
COLLEGE SUBSTATION,29.6597177,-95.2448467
DUPONT DEE SUBSTATION,30.010021,-94.0284957
GULFWAY SUBSTATION,29.945672,-93.8899278
HANKS SUBSTATION,29.9075447,-93.9253774
PANSY SUBSTATION,29.8951451,-94.2251689
PINE STREET SUBSTATION,29.9761492,-93.9341611
PORT NECHES BULK SUBSTATION,29.9632409,-93.9387074
VFW PARK SUBSTATION,29.9617857,-93.8972247
CENTRAL SUBSTATION,29.9856721,-94.0109484
CROWDER SUBSTATION,29.9715905,-93.9786959
LINDE SUBSTATION,29.963356,-93.9220696
PORT NECHES SUBSTATION,29.9873866,-93.9610605
UNION SUBSTATION,29.9950911,-93.9842719
MANCHESTER SUBSTATION,29.9337821,-93.9036612
SOUTH CHANNEL SUBSTATION,29.7219527,-95.1643619
STRAWBERRY BELT SUBSTATION,29.6991465,-95.1720315
WITTER SUBSTATION,29.7162427,-95.2005058
PSARCO SUBSTATION,29.8132657,-95.1211009
DYANN SUBSTATION,29.2892339,-96.0703292
FREEMAN SUBSTATION,29.8752128,-95.8413483
FREEPORT SUBSTATION,28.9403454,-95.3484562
LEAGUE CITY MAIN SUBSTATION,29.5009557,-95.0819814
AMOCO SUBSTATION,29.2337792,-95.1870225
HASTINGS SUBSTATION,29.4832446,-95.252574
NASH SUBSTATION,29.2435288,-95.5939131
KEMAH SUBSTATION,29.5382779,-95.0263294
GREENBELT SUBSTATION,29.3796265,-94.9345821
APACHE SUBSTATION,29.3787017,-94.9475574
TEJAS SUBSTATION,29.3801432,-94.9229792
CADDO SUBSTATION,29.3795655,-94.9441281
LA MARQUE SUBSTATION,29.367125,-94.9650088
CHEROKEE SWITCHING STATION,29.3671312,-94.9158257
NORTHSIDE SUBSTATION,29.4090285,-94.9135866
WR AIRPORT SUBSTATION,35.409871,-97.5747006
TERMINAL SUBSTATION,29.3705796,-94.9112886
CHOCTAW SUBSTATION,29.3764461,-94.9077292
ISP SUBSTATION,29.4256236,-94.963842
TEXAS CITY MAIN SUBSTATION,29.3814909,-94.9015438
CLEMONS SUBSTATION,28.9887616,-95.5734437
CLEMONS SWITCHING STATION,29.056894,-95.5854213
BRAZORIA SUBSTATION,29.0622656,-95.5775752
SWEENY SUBSTATION,29.0554086,-95.6871314
WEST COLUMBIA MAIN SUBSTATION,29.1545962,-95.6570919
ALDEN SUBSTATION,30.2320609,-95.5152601
PLANTATION SUBSTATION,30.251679,-95.4332766
CONAIR SUBSTATION,30.337979,-95.447184
CONROE BULK SUBSTATION,30.2890328,-95.4552369
FISH CREEK SUBSTATION,30.2973287,-95.5477712
METRO SUBSTATION,30.1747785,-95.4622499
KERRVILLE LEGION SUBSTATION,30.0003254,-99.1003677
KERRVILLE TRAVIS SUBSTATION,30.042648,-99.1246412
GOAT CREEK SUBSTATION,30.0797854,-99.2102278
RIM ROCK SUBSTATION,30.03013,-99.1731368
ADAMS BAYOU SUBSTATION,30.059851,-93.7516014
BUNCH GULLY SUBSTATION,30.0503406,-93.7745469
COW SUBSTATION,30.0411958,-93.7497434
FRONT STREET SUBSTATION,30.0909221,-93.7293732
WEST ORANGE SUBSTATION,30.0759454,-93.7584408
HIMEX SUBSTATION,29.5593502,-94.3955707
STOWELL SUBSTATION,29.7919719,-94.4010125
TURTLE CREEK SUBSTATION,29.9689246,-99.2072635
HUNT SUBSTATION,30.0761257,-99.3360162
INGRAM SUBSTATION,30.0845158,-99.245293
MEDINA SUBSTATION,29.8062734,-99.2538115
MET CENTER SUBSTATION,30.2110191,-97.6931472
GROVE SUBSTATION,30.216481,-97.7109706
BURLESON SUBSTATION,30.214689,-97.7367219
HI CROSS SUBSTATION,30.1861982,-97.7691114
JOLLYVILLE SUBSTATION,30.47956,-97.7816677
HOWARD LANE SUBSTATION,30.4331497,-97.6887667
TECH RIDGE SUBSTATION,30.4196778,-97.6658368
WILLIAMSON SUBSTATION,30.4371887,-97.7502424
ROUND ROCK SOUTH SUBSTATION,30.4742409,-97.6941709
ROUND ROCK SUBSTATION,30.5212049,-97.7021563
FISKVILLE SUBSTATION,30.36215,-97.6831083
JUSTIN LANE SUBSTATION,30.3435429,-97.7161637
WELLS BRANCH SUBSTATION,30.4460607,-97.6891131
HARRIS BRANCH SUBSTATION,30.3712511,-97.5809133
SPRINKLE SUBSTATION,30.3531039,-97.6455302
CELNEC SUBSTATION,29.6283145,-95.0648161
BIMONT SUBSTATION,29.6476455,-95.0554348
PILGRIM SUBSTATION,29.5523065,-95.1749867
THOMPSONS SUBSTATION,29.4812446,-95.5863788
ULRICH SUBSTATION,29.7358806,-95.4838109
ROSHARON SUBSTATION,29.3537142,-95.4296607
GERONIMO SUBSTATION,29.6274521,-97.9706255
NEW BERLIN SUBSTATION,29.4876069,-98.0439514
SCHUMANSVILLE SUBSTATION,29.653817,-98.0970602
RANDOLPH FIELD SUBSTATION,29.543545,-98.2906459
EDISON SUBSTATION,30.3331132,-99.57615
SEGOVIA SUBSTATION,30.409877,-99.651832
OLD OCEAN SUBSTATION,29.0657782,-95.7372656
SWEENY COGENERATION SUBSTATION,29.0721509,-95.7438603
PHILLIPS TANK FARM SUBSTATION,29.0761294,-95.7446116
BIG HILL SUBSTATION,31.0473485,-100.5430595
ORSTED SUBSTATION,30.6959311,-100.194869
COLLEGE STATION JUNCTION,30.6290888,-96.2924541
LAKE FOREST SUBSTATION,30.3403973,-95.6145329
ROBERTSON SUBSTATION,30.9451326,-96.5693046
ELLIOT SUBSTATION,30.9514327,-96.5759082
CENTRAL AUSTIN SUBSTATION,30.3107185,-97.733894
KOENIG LANE SUBSTATION,30.3283718,-97.7269485
NORTHLAND SUBSTATION,30.3354059,-97.7546585
LAKESHORE SUBSTATION,30.3151729,-97.7804896
GLASSCOCK SUBSTATION,30.7395968,-97.6940777
RIVERY SUBSTATION,30.6485016,-97.6896452
CHIEF BRADY SUBSTATION,30.5917973,-97.6958651
KENT SUBSTATION,30.4953132,-97.8083695
ELGIN SWITCHING STATION,30.4170374,-97.3591052
TAYLOR SUBSTATION,30.5670969,-97.3973345
STOCKDALE ROAD SUBSTATION,29.1473191,-98.1448624
CUSHMAN SUBSTATION,29.5742245,-97.9456756
HICKORY FOREST SUBSTATION,29.4683849,-97.8641655
HIGHWAY 123 SUBSTATION,29.4940245,-97.9584953
SUTHERLAND SPRINGS SUBSTATION,29.2669322,-98.0639661
WILSON SUBSTATION,29.3376671,-98.1728307
RUTHERFORD SUBSTATION,30.1176769,-97.9856532
PHILLIPS JOHNSON CITY SUBSTATION,30.2819413,-98.2393489
DRIPPING SPRINGS SUBSTATION,30.1737579,-98.0837344
LAGO VISTA SUBSTATION,30.4606591,-97.9785748
MANCHACA SUBSTATION,30.1352506,-97.8506158
HENLY SUBSTATION,30.2028212,-98.156778
BRODIE LANE SUBSTATION,30.1876914,-97.8482193
SLAUGHTER LANE SUBSTATION,30.1722149,-97.8114927
TURNERSVILLE SUBSTATION,30.0737738,-97.7830098
WARREN SUBSTATION,30.310659,-97.7582
MULA SUBSTATION,29.6332441,-95.5619756
HADEN SUBSTATION,29.7596738,-95.1730067
PORT SUBSTATION,29.7531369,-95.1846261
JACINTOPORT SUBSTATION,29.7518085,-95.1251916
BADER SUBSTATION,29.3705766,-98.9425006
BIG FOOT SUBSTATION,29.0597324,-98.9503588
NATALIA SUBSTATION,29.2072007,-98.9052214
BARCLAY SUBSTATION,31.0759216,-97.1149891
TEMPLE TAYLOR VALLEY SUBSTATION,31.0347616,-97.4042132
LAKE BELTON SUBSTATION,31.1414394,-97.4341162
TEMPLE SOUTHEAST SUBSTATION,31.0712045,-97.3549676
SCOTT AND WHITE SUBSTATION,31.0757809,-97.3600917
TEMPLE SUBSTATION,31.0880785,-97.3314843
SEATON SUBSTATION,31.0809833,-97.2824532
BARTLETT SUBSTATION,30.7914209,-97.4267401
GRANGER SUBSTATION,30.723363,-97.4466427
HOLLAND SUBSTATION,30.8754797,-97.403301
TEMPLE ELM CREEK SUBSTATION,31.1308646,-97.3299559
WHITNEY DAM SUBSTATION,31.8645881,-97.3715293
ALTUS SUBSTATION,34.6670776,-99.3431239
ROUND ROCK NORTHEAST SUBSTATION,30.5414592,-97.6488989
TAYLOR WEST SUBSTATION,30.5569997,-97.486632
GEORGETOWN SOUTH SUBSTATION,30.5885138,-97.6832332
ROUND ROCK WESTINGHOUSE SUBSTATION,30.5670443,-97.6985351
GOLDTHWAITE SUBSTATION,31.4310583,-98.5662729
BROWN SUBSTATION,31.5379796,-99.1953099
TRADING POST SUBSTATION,30.3129588,-97.9712898
KIRKLAND PARK SUBSTATION,32.89295,-96.7638817
GREENVILLE AVENUE SUBSTATION,32.8410524,-96.7687774
HASKELL SUBSTATION,32.7822209,-96.7459294
CALUMET SUBSTATION,32.7421447,-96.8945414
WALL STREET SUBSTATION,32.7623276,-96.7851029
HEMPHILL SUBSTATION,32.7393858,-97.3323831
MISTLETOE HEIGHTS SUBSTATION,32.7345443,-97.3537056
ARMSTRONG SUBSTATION,32.8228624,-96.7921858
BLACKWELL STREET SUBSTATION,32.8674299,-96.7658239
EULESS SOUTH SUBSTATION,32.8150831,-97.1221357
BEDFORD SUBSTATION,32.8526622,-97.1473252
BRYAN AVENUE SUBSTATION,32.7043573,-97.3250119
FOREST HILL SWITCHING STATION,32.6446636,-97.2871176
DUVAL SUBSTATION,32.7253676,-97.2952237
BLACKSTONE SUBSTATION,32.7647367,-97.3917156
GENERAL DYNAMICS SUBSTATION,32.772968,-97.4526988
NORTH MAIN SUBSTATION,32.7620649,-97.3357328
COLLEYVILLE SUBSTATION,32.8945183,-97.1653221
KELLER WALL PRICE SUBSTATION,32.9206259,-97.256552
EULESS SUBSTATION,32.8653313,-97.0993288
GRAPEVINE BALL STREET,32.926151,-97.0848457
CRANE'S MILL SUBSTATION,29.8524527,-98.2832946
SATTLER SUBSTATION,29.8497103,-98.1712167
COPPELL SWITCHING STATION,32.9490808,-97.0078497
CUSTER SUBSTATION,33.1598323,-96.7524443
FRISCO SUBSTATION,33.1818275,-96.8316271
LEBANON SUBSTATION,33.1111554,-96.7747126
NAVO SUBSTATION,33.2210505,-96.9179473
NORTH LAKE SUBSTATION,32.9513473,-96.9756826
PANTHER CREEK SUBSTATION,33.2031866,-96.8770045
ROCK HILL SUBSTATION,33.203111,-96.793277
CARROLLTON-JOSEY LANE SUBSTATION,32.9774369,-96.889054
CARROLLTON-TARPLEY ROAD SUBSTATION,32.982079,-96.850643
CARROLLTON-UPFIELD SUBSTATION,32.9504229,-96.9127712
SOUTH SUBSTATION,33.0062875,-97.0108813
FISCHER SUBSTATION,29.9331522,-98.2057872
HIGHWAY 32 SUBSTATION,29.9457441,-98.0935748
HARTS ISLAND SUBSTATION,32.4364154,-93.7029845
WESTERN ELECTRIC SUBSTATION,32.3813789,-93.8085659
ELLERBE ROAD SUBSTATION,32.4307858,-93.7454194
LINWOOD SUBSTATION,32.4535331,-93.7624708
PORT ROBSON SUBSTATION,32.3646737,-93.6425917
SOUTH SHREVEPORT SUBSTATION,32.4195809,-93.7644983
WALLACE LAKE SUBSTATION,32.3278625,-93.6980797
81ST & GARNETT SUBSTATION,36.0472949,-95.8543883
CEMEX SUBSTATION,29.6749932,-98.1808078
EC MORNHINWEG SUBSTATION,29.6582279,-98.202872
FREIHEIT ROAD SUBSTATION,29.7039908,-98.0859011
LOOP 337 SUBSTATION,29.702233,-98.1600053
SEYMOUR SUBSTATION,33.5946798,-99.2545766
HEARNE SOUTHWEST SUBSTATION,30.8618666,-96.6072524
ARSENAL HILL SUBSTATION,32.5160798,-93.7620224
BROWNLEE ROAD SUBSTATION,32.5777203,-93.7308604
MCWILLIE SUBSTATION,32.48007,-93.7653972
NORTH MARKET SUBSTATION,32.5406399,-93.7730916
RAINES ROAD SUBSTATION,32.5646817,-93.8281996
SCOTTSVILLE SUBSTATION,32.5432991,-94.2543149
SOUTHEAST MARSHALL SUBSTATION,32.5223399,-94.3517138
BELCHER SUBSTATION,32.7457531,-93.8550383
BROOKS STREET SUBSTATION,32.4992927,-93.7508191
EDWARDS STREET SUBSTATION,32.5044584,-93.7395755
FORT HUMBUG SUBSTATION,32.4984621,-93.7230302
GILLIAM SUBSTATION,32.8176011,-93.8668835
HOSSTON SUBSTATION,32.8840012,-93.8832738
LIEBERMAN 138KV SUBSTATION,32.706242,-93.9607342
PIERREMONT SUBSTATION,32.4555977,-93.7080225
TRICHEL STREET SUBSTATION,32.4992675,-93.6977671
VIVIAN SUBSTATION,32.8656597,-93.9873917
RED POINT SUBSTATION,32.5562122,-93.5490479
BODCAU ROAD SUBSTATION,32.5521506,-93.6045559
